Photo file Name,Date,Time,Direction,Latitude,Longitude,Position Accuracy,Altitude,Datum,Capture Mode Detail,Project Name,Photo Description,Watermark
Test 1 (2020-01-12 13.15.08)-50,12 Jan 2020,13:15:8,32,47.557405,-122.251778 ,±52ft,38.693768,WGS 84,Bearing: 32 NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.16.26)-1,12 Jan 2020,13:16:26,28,47.557189,-122.251454 ,±52ft,38.930000,WGS 84,Bearing: 28 NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.16.33)-3,12 Jan 2020,13:16:33,15,47.557202,-122.251438 ,±52ft,39.003391,WGS 84,Bearing: 15 N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.16.47)-38,12 Jan 2020,13:16:47,69,47.557191,-122.251351 ,±52ft,39.303986,WGS 84,Bearing: 69 E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.16.53)-45,12 Jan 2020,13:16:53,125,47.557160,-122.251265 ,±52ft,39.456673,WGS 84,Bearing: 125 SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.17.08)-43,12 Jan 2020,13:17:8,111,47.557101,-122.251186 ,±52ft,39.623310,WGS 84,Bearing: 111 E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.17.12)-48,12 Jan 2020,13:17:12,92,47.557070,-122.251256 ,±52ft,39.339531,WGS 84,Bearing: 92 E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.17.17)-39,12 Jan 2020,13:17:17,48,47.557054,-122.251279 ,±52ft,39.102520,WGS 84,Bearing: 48 NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.17.22)-7,12 Jan 2020,13:17:22,291,47.557065,-122.251307 ,±52ft,38.984039,WGS 84,Bearing: 291 W,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.19.40)-56,12 Jan 2020,13:19:40,246,47.557115,-122.251650 ,±104ft,37.957569,WGS 84,Bearing: 246 SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.24.51)-6,12 Jan 2020,13:24:51,148,47.556708,-122.251637 ,±52ft,35.775951,WGS 84,Bearing: 148 SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.25.07)-26,12 Jan 2020,13:25:7,83,47.556673,-122.251597 ,±52ft,35.790688,WGS 84,Bearing: 83 E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.26.07)-46,12 Jan 2020,13:26:7,339,47.556790,-122.251197 ,±52ft,38.400764,WGS 84,Bearing: 339 N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.26.29)-2,12 Jan 2020,13:26:29,1,47.556836,-122.251244 ,±52ft,38.460064,WGS 84,Bearing: 1 N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.26.56)-28,12 Jan 2020,13:26:56,239,47.556820,-122.251107 ,±52ft,38.851749,WGS 84,Bearing: 239 SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.27.07)-58,12 Jan 2020,13:27:7,185,47.556794,-122.251088 ,±52ft,38.787022,WGS 84,Bearing: 185 S,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-12 13.28.17)-41,12 Jan 2020,13:28:17,294,47.557034,-122.250950 ,±26ft,39.003902,WGS 84,Bearing: 294 NW,Test 1,At hone,Your Watermark - See Settings
