Photo file Name,Date,Time,Direction,Latitude,Longitude,Position Accuracy,Altitude,Datum,Capture Mode Detail,Project Name,Photo Description,Watermark
Test 1 (2020-02-02 14.23.42)-270,02 Feb 2020,14:23:42,42,47.560242°,-122.250901° ,±26ft,29.396254,WGS 84,Bearing: 42° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.23.46)-253,02 Feb 2020,14:23:46,138,47.560244°,-122.250877° ,±26ft,29.441895,WGS 84,Bearing: 138° SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.23.50)-221,02 Feb 2020,14:23:50,55,47.560262°,-122.250849° ,±26ft,29.366514,WGS 84,Bearing: 55° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.23.56)-99,02 Feb 2020,14:23:56,82,47.560250°,-122.250805° ,±26ft,29.291227,WGS 84,Bearing: 82° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.24.11)-263,02 Feb 2020,14:24:11,22,47.560220°,-122.250845° ,±26ft,29.507309,WGS 84,Bearing: 22° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.24.55)-222,02 Feb 2020,14:24:55,342,47.560094°,-122.250787° ,±39ft,29.750481,WGS 84,Bearing: 342° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.25.05)-110,02 Feb 2020,14:25:5,21,47.560021°,-122.250805° ,±39ft,30.146492,WGS 84,Bearing: 21° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.25.32)-165,02 Feb 2020,14:25:32,152,47.560043°,-122.250805° ,±26ft,29.973362,WGS 84,Bearing: 152° SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.25.43)-95,02 Feb 2020,14:25:43,247,47.560072°,-122.250812° ,±26ft,29.942535,WGS 84,Bearing: 247° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.25.48)-19,02 Feb 2020,14:25:48,320,47.560048°,-122.250847° ,±26ft,30.118935,WGS 84,Bearing: 320° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.25.57)-265,02 Feb 2020,14:25:57,215,47.560035°,-122.250923° ,±26ft,30.187702,WGS 84,Bearing: 215° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.27.25)-119,02 Feb 2020,14:27:25,228,47.560150°,-122.250924° ,±26ft,29.665140,WGS 84,Bearing: 228° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.27.35)-236,02 Feb 2020,14:27:35,176,47.560177°,-122.250970° ,±26ft,29.661129,WGS 84,Bearing: 176° S,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.27.41)-175,02 Feb 2020,14:27:41,160,47.560185°,-122.251009° ,±26ft,29.636166,WGS 84,Bearing: 160° S,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.27.56)-215,02 Feb 2020,14:27:56,240,47.560155°,-122.251031° ,±39ft,29.696772,WGS 84,Bearing: 240° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.28.01)-67,02 Feb 2020,14:28:1,308,47.560089°,-122.250983° ,±26ft,29.844770,WGS 84,Bearing: 308° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.28.05)-4,02 Feb 2020,14:28:5,285,47.560110°,-122.250958° ,±26ft,29.905836,WGS 84,Bearing: 285° W,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.28.13)-13,02 Feb 2020,14:28:13,343,47.560114°,-122.250952° ,±26ft,29.896313,WGS 84,Bearing: 343° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.28.20)-153,02 Feb 2020,14:28:20,318,47.560104°,-122.250970° ,±26ft,29.941900,WGS 84,Bearing: 318° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.28.25)-271,02 Feb 2020,14:28:25,151,47.560113°,-122.250941° ,±26ft,29.908062,WGS 84,Bearing: 151° SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.28.41)-86,02 Feb 2020,14:28:41,216,47.560162°,-122.250943° ,±26ft,29.763571,WGS 84,Bearing: 216° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.28.50)-77,02 Feb 2020,14:28:50,96,47.560150°,-122.251008° ,±26ft,29.688183,WGS 84,Bearing: 96° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.28.54)-160,02 Feb 2020,14:28:54,112,47.560172°,-122.251013° ,±26ft,29.697811,WGS 84,Bearing: 112° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.28.59)-166,02 Feb 2020,14:28:59,173,47.560188°,-122.250998° ,±26ft,29.637838,WGS 84,Bearing: 173° S,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.29.07)-220,02 Feb 2020,14:29:7,260,47.560197°,-122.251011° ,±39ft,29.588804,WGS 84,Bearing: 260° W,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.33.14)-92,02 Feb 2020,14:33:14,122,47.560150°,-122.251058° ,±104ft,29.727894,WGS 84,Bearing: 122° SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.33.24)-33,02 Feb 2020,14:33:24,174,47.560164°,-122.251056° ,±104ft,29.721996,WGS 84,Bearing: 174° S,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.33.30)-98,02 Feb 2020,14:33:30,148,47.560140°,-122.251152° ,±104ft,29.750158,WGS 84,Bearing: 148° SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.33.36)-60,02 Feb 2020,14:33:36,336,47.560124°,-122.251183° ,±104ft,29.717945,WGS 84,Bearing: 336° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.33.39)-8,02 Feb 2020,14:33:39,244,47.560121°,-122.251195° ,±104ft,29.747038,WGS 84,Bearing: 244° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.33.46)-244,02 Feb 2020,14:33:46,108,47.560145°,-122.251242° ,±104ft,29.547403,WGS 84,Bearing: 108° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.33.52)-26,02 Feb 2020,14:33:52,340,47.560134°,-122.251327° ,±104ft,29.433104,WGS 84,Bearing: 340° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.33.57)-212,02 Feb 2020,14:33:57,34,47.560123°,-122.251318° ,±104ft,29.511755,WGS 84,Bearing: 34° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.34.01)-120,02 Feb 2020,14:34:1,53,47.560096°,-122.251332° ,±104ft,29.630722,WGS 84,Bearing: 53° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.34.05)-149,02 Feb 2020,14:34:5,20,47.560081°,-122.251334° ,±104ft,29.750986,WGS 84,Bearing: 20° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.34.09)-143,02 Feb 2020,14:34:9,301,47.560046°,-122.251358° ,±104ft,29.987654,WGS 84,Bearing: 301° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.34.20)-112,02 Feb 2020,14:34:20,245,47.560036°,-122.251413° ,±104ft,30.052786,WGS 84,Bearing: 245° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.34.27)-3,02 Feb 2020,14:34:27,331,47.560049°,-122.251487° ,±104ft,29.618155,WGS 84,Bearing: 331° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.34.34)-66,02 Feb 2020,14:34:34,285,47.560044°,-122.251483° ,±104ft,29.643726,WGS 84,Bearing: 285° W,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.34.55)-193,02 Feb 2020,14:34:55,234,47.560058°,-122.251498° ,±104ft,29.530312,WGS 84,Bearing: 234° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.35.26)-20,02 Feb 2020,14:35:26,199,47.560094°,-122.251556° ,±52ft,29.049959,WGS 84,Bearing: 199° S,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.35.45)-135,02 Feb 2020,14:35:45,199,47.560122°,-122.251602° ,±52ft,28.679632,WGS 84,Bearing: 199° S,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.36.08)-39,02 Feb 2020,14:36:8,349,47.560059°,-122.251510° ,±52ft,29.285889,WGS 84,Bearing: 349° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.37.41)-87,02 Feb 2020,14:37:41,207,47.559923°,-122.251731° ,±52ft,29.621584,WGS 84,Bearing: 207° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.38.23)-273,02 Feb 2020,14:38:23,4,47.559879°,-122.251752° ,±52ft,29.804287,WGS 84,Bearing: 4° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.38.29)-228,02 Feb 2020,14:38:29,80,47.559868°,-122.251753° ,±52ft,29.927288,WGS 84,Bearing: 80° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.38.41)-54,02 Feb 2020,14:38:41,333,47.559838°,-122.251714° ,±52ft,30.299515,WGS 84,Bearing: 333° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.38.52)-227,02 Feb 2020,14:38:52,332,47.559835°,-122.251676° ,±52ft,30.521961,WGS 84,Bearing: 332° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.39.06)-103,02 Feb 2020,14:39:6,209,47.559798°,-122.251668° ,±52ft,30.782507,WGS 84,Bearing: 209° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.39.11)-214,02 Feb 2020,14:39:11,101,47.559807°,-122.251732° ,±52ft,30.508108,WGS 84,Bearing: 101° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.39.22)-192,02 Feb 2020,14:39:22,325,47.559767°,-122.251770° ,±52ft,30.598602,WGS 84,Bearing: 325° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.39.29)-217,02 Feb 2020,14:39:29,165,47.559759°,-122.251813° ,±26ft,30.502594,WGS 84,Bearing: 165° S,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.39.53)-94,02 Feb 2020,14:39:53,157,47.559687°,-122.251836° ,±26ft,31.057650,WGS 84,Bearing: 157° SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.41.06)-90,02 Feb 2020,14:41:6,12,47.559628°,-122.251697° ,±26ft,31.841879,WGS 84,Bearing: 12° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.41.12)-38,02 Feb 2020,14:41:12,128,47.559613°,-122.251690° ,±26ft,32.014309,WGS 84,Bearing: 128° SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.41.16)-262,02 Feb 2020,14:41:16,83,47.559609°,-122.251698° ,±26ft,31.987705,WGS 84,Bearing: 83° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.41.22)-65,02 Feb 2020,14:41:22,346,47.559604°,-122.251674° ,±26ft,32.067474,WGS 84,Bearing: 346° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.41.28)-109,02 Feb 2020,14:41:28,326,47.559592°,-122.251634° ,±39ft,32.307091,WGS 84,Bearing: 326° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.41.32)-73,02 Feb 2020,14:41:32,348,47.559609°,-122.251613° ,±39ft,32.293056,WGS 84,Bearing: 348° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.41.36)-97,02 Feb 2020,14:41:36,304,47.559611°,-122.251636° ,±39ft,32.191338,WGS 84,Bearing: 304° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.41.43)-231,02 Feb 2020,14:41:43,111,47.559573°,-122.251625° ,±52ft,32.371761,WGS 84,Bearing: 111° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.41.48)-15,02 Feb 2020,14:41:48,37,47.559536°,-122.251637° ,±52ft,32.615902,WGS 84,Bearing: 37° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.41.54)-225,02 Feb 2020,14:41:54,185,47.559511°,-122.251666° ,±52ft,32.866505,WGS 84,Bearing: 185° S,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.42.26)-172,02 Feb 2020,14:42:26,120,47.559442°,-122.251655° ,±26ft,33.296982,WGS 84,Bearing: 120° SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.45.27)-1,02 Feb 2020,14:45:27,360,47.559391°,-122.251673° ,±26ft,33.456837,WGS 84,Bearing: 360° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.45.34)-25,02 Feb 2020,14:45:34,29,47.559404°,-122.251630° ,±26ft,33.458996,WGS 84,Bearing: 29° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.45.38)-125,02 Feb 2020,14:45:38,90,47.559392°,-122.251617° ,±26ft,33.518555,WGS 84,Bearing: 90° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.45.48)-129,02 Feb 2020,14:45:48,304,47.559376°,-122.251595° ,±26ft,33.620071,WGS 84,Bearing: 304° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.46.05)-202,02 Feb 2020,14:46:5,300,47.559356°,-122.251572° ,±26ft,33.686283,WGS 84,Bearing: 300° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.46.33)-16,02 Feb 2020,14:46:33,299,47.559317°,-122.251418° ,±26ft,34.167046,WGS 84,Bearing: 299° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.46.43)-189,02 Feb 2020,14:46:43,336,47.559357°,-122.251323° ,±26ft,34.089695,WGS 84,Bearing: 336° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.46.47)-258,02 Feb 2020,14:46:47,16,47.559383°,-122.251315° ,±26ft,33.932831,WGS 84,Bearing: 16° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.46.56)-51,02 Feb 2020,14:46:56,245,47.559411°,-122.251284° ,±26ft,33.895210,WGS 84,Bearing: 245° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.47.00)-170,02 Feb 2020,14:47:0,248,47.559432°,-122.251307° ,±26ft,33.757301,WGS 84,Bearing: 248° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.47.03)-199,02 Feb 2020,14:47:3,317,47.559441°,-122.251272° ,±26ft,33.753204,WGS 84,Bearing: 317° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.47.09)-147,02 Feb 2020,14:47:9,263,47.559452°,-122.251271° ,±52ft,33.724224,WGS 84,Bearing: 263° W,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.47.14)-267,02 Feb 2020,14:47:14,0,47.559465°,-122.251302° ,±52ft,33.602436,WGS 84,Bearing: 0° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.47.17)-196,02 Feb 2020,14:47:17,8,47.559470°,-122.251316° ,±52ft,33.444687,WGS 84,Bearing: 8° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.47.26)-131,02 Feb 2020,14:47:26,304,47.559463°,-122.251326° ,±52ft,33.501350,WGS 84,Bearing: 304° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.47.34)-250,02 Feb 2020,14:47:34,228,47.559459°,-122.251376° ,±52ft,33.335136,WGS 84,Bearing: 228° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.47.39)-150,02 Feb 2020,14:47:39,226,47.559469°,-122.251385° ,±52ft,33.247967,WGS 84,Bearing: 226° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.47.56)-246,02 Feb 2020,14:47:56,32,47.559532°,-122.251283° ,±52ft,33.254570,WGS 84,Bearing: 32° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.47.59)-43,02 Feb 2020,14:47:59,21,47.559526°,-122.251284° ,±52ft,33.255207,WGS 84,Bearing: 21° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.48.58)-75,02 Feb 2020,14:48:58,248,47.559613°,-122.251466° ,±26ft,32.574535,WGS 84,Bearing: 248° W,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.49.22)-180,02 Feb 2020,14:49:22,212,47.559715°,-122.251363° ,±52ft,32.356426,WGS 84,Bearing: 212° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.49.51)-28,02 Feb 2020,14:49:51,259,47.559692°,-122.251459° ,±52ft,32.193726,WGS 84,Bearing: 259° W,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.49.58)-216,02 Feb 2020,14:49:58,127,47.559669°,-122.251473° ,±26ft,32.271378,WGS 84,Bearing: 127° SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.50.05)-242,02 Feb 2020,14:50:5,134,47.559645°,-122.251595° ,±26ft,32.049370,WGS 84,Bearing: 134° SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.50.10)-195,02 Feb 2020,14:50:10,205,47.559665°,-122.251638° ,±26ft,31.829865,WGS 84,Bearing: 205° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.50.31)-59,02 Feb 2020,14:50:31,210,47.559631°,-122.251721° ,±26ft,31.638218,WGS 84,Bearing: 210° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.50.37)-163,02 Feb 2020,14:50:37,177,47.559660°,-122.251787° ,±26ft,31.399931,WGS 84,Bearing: 177° S,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.50.42)-264,02 Feb 2020,14:50:42,165,47.559680°,-122.251791° ,±26ft,31.156349,WGS 84,Bearing: 165° S,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.50.49)-177,02 Feb 2020,14:50:49,48,47.559672°,-122.251661° ,±26ft,31.552832,WGS 84,Bearing: 48° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.50.54)-256,02 Feb 2020,14:50:54,334,47.559657°,-122.251597° ,±26ft,31.870390,WGS 84,Bearing: 334° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.50.58)-61,02 Feb 2020,14:50:58,30,47.559654°,-122.251581° ,±26ft,32.051407,WGS 84,Bearing: 30° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.51.02)-30,02 Feb 2020,14:51:2,86,47.559642°,-122.251574° ,±26ft,32.104370,WGS 84,Bearing: 86° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.51.08)-201,02 Feb 2020,14:51:8,107,47.559631°,-122.251559° ,±26ft,32.262604,WGS 84,Bearing: 107° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.52.01)-173,02 Feb 2020,14:52:1,49,47.559673°,-122.251483° ,±52ft,32.157928,WGS 84,Bearing: 49° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.52.33)-111,02 Feb 2020,14:52:33,204,47.559669°,-122.251122° ,±52ft,32.688320,WGS 84,Bearing: 204° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.52.38)-145,02 Feb 2020,14:52:38,308,47.559680°,-122.251139° ,±52ft,32.583710,WGS 84,Bearing: 308° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.52.54)-63,02 Feb 2020,14:52:54,344,47.559735°,-122.251149° ,±52ft,32.227493,WGS 84,Bearing: 344° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.53.11)-11,02 Feb 2020,14:53:11,261,47.559746°,-122.251172° ,±52ft,32.085564,WGS 84,Bearing: 261° W,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.54.21)-259,02 Feb 2020,14:54:21,15,47.559648°,-122.250835° ,±52ft,32.844631,WGS 84,Bearing: 15° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.54.25)-34,02 Feb 2020,14:54:25,8,47.559651°,-122.250812° ,±52ft,32.782738,WGS 84,Bearing: 8° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.54.28)-139,02 Feb 2020,14:54:28,356,47.559661°,-122.250771° ,±52ft,32.610924,WGS 84,Bearing: 356° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.55.07)-27,02 Feb 2020,14:55:7,341,47.559765°,-122.250738° ,±52ft,31.673019,WGS 84,Bearing: 341° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.55.21)-84,02 Feb 2020,14:55:21,307,47.559829°,-122.250726° ,±52ft,31.135721,WGS 84,Bearing: 307° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 14.55.32)-64,02 Feb 2020,14:55:32,280,47.559836°,-122.250742° ,±52ft,31.133141,WGS 84,Bearing: 280° W,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 15.00.27)-190,02 Feb 2020,15:00:27,123,47.559251°,-122.250212° ,±26ft,32.362411,WGS 84,Bearing: 123° SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 15.01.44)-161,02 Feb 2020,15:01:44,156,47.559119°,-122.250179° ,±52ft,33.094227,WGS 84,Bearing: 156° SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 15.01.51)-241,02 Feb 2020,15:01:51,186,47.559130°,-122.250201° ,±52ft,33.151085,WGS 84,Bearing: 186° S,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 15.01.57)-269,02 Feb 2020,15:01:57,223,47.559128°,-122.250204° ,±52ft,33.177357,WGS 84,Bearing: 223° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 15.02.08)-133,02 Feb 2020,15:02:8,35,47.559116°,-122.250138° ,±52ft,32.999763,WGS 84,Bearing: 35° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 15.02.38)-93,02 Feb 2020,15:02:38,73,47.559019°,-122.250187° ,±52ft,33.487984,WGS 84,Bearing: 73° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 15.02.43)-174,02 Feb 2020,15:02:43,97,47.559006°,-122.250172° ,±52ft,33.488537,WGS 84,Bearing: 97° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 15.03.25)-248,02 Feb 2020,15:03:25,126,47.558928°,-122.250264° ,±52ft,34.103039,WGS 84,Bearing: 126° SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 15.03.42)-156,02 Feb 2020,15:03:42,29,47.558902°,-122.250202° ,±52ft,33.953781,WGS 84,Bearing: 29° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 15.03.52)-181,02 Feb 2020,15:03:52,5,47.558857°,-122.250166° ,±52ft,34.070896,WGS 84,Bearing: 5° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 15.04.07)-197,02 Feb 2020,15:04:7,0,47.558801°,-122.250085° ,±52ft,34.056156,WGS 84,Bearing: 0° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 15.04.19)-154,02 Feb 2020,15:04:19,25,47.558779°,-122.250048° ,±52ft,33.894337,WGS 84,Bearing: 25° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 15.04.23)-108,02 Feb 2020,15:04:23,70,47.558747°,-122.250066° ,±52ft,34.023113,WGS 84,Bearing: 70° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 15.04.27)-85,02 Feb 2020,15:04:27,20,47.558745°,-122.250072° ,±52ft,34.254467,WGS 84,Bearing: 20° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-02-02 15.04.50)-211,02 Feb 2020,15:04:50,158,47.558733°,-122.250140° ,±52ft,34.546124,WGS 84,Bearing: 158° S,Test 1,At hone,Your Watermark - See Settings
